Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,16/02/2018 01:47:39,53866,2,0,0,0,0,0,0,0,0,0,0,0,0,37.12917239,53866,0,53866,53866,53866,53866,0,53866,53866,0,0,0,0,0,0,0,0,0,64,0,37.12917239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
53,17,14/02/2018 12:35:28,332,1,1,51,179,51,51,51.0,0.0,179,179,179.0,0.0,692771.084337349,6024.0963855422,332.0,0.0,332,332,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3012.0481927711,3012.0481927711,51,179,93.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,140.5,51.0,179.0,0,0,0,0,0,0,1,51,1,179,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 11:35:54,4227039,11,13,2541,1656,677,0,231.0,293.0733696534,1173,0,127.3846153846,323.7966281638,992.8936070852,5.6777332785,183784.304347826,259916.978394402,1058433,37,4227039,422703.9,369763.201057244,1248166,77,4045017,337084.75,284633.947112339,1058433,19669,0,0,0,0,232,308,2.6022944193,3.0754388592,0,1173,167.88,303.4783517815,92099.11,0,0,1,1,0,0,0,1,1,174.875,231.0,127.3846153846,0,0,0,0,0,0,11,2541,13,1656,8192,62856,8,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
57973,6,15/02/2018 09:16:19,33,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33,33,33,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0,0,0,40,0,60606.0606060606,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 04:37:40,2019763,9,9,1229,1874,677,0,136.5555555556,214.1209419412,1173,0,208.2222222222,381.2200079278,1536.3188651342,8.9119366975,118809.588235294,229568.891491764,953134,3,2019763,252470.375,362290.847637616,1124888,3,1902133,237766.625,300115.603341654,953134,6500,0,0,0,0,192,204,4.4559683488,4.4559683488,0,1173,163.3157894737,296.3367177594,87815.4502923977,0,0,1,1,0,0,0,1,1,172.3888888889,136.5555555556,208.2222222222,0,0,0,0,0,0,9,1229,9,1874,8192,62856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:47:45,470,2,0,0,0,0,0,0,0,0,0,0,0,0,4255.319149,470,0,470,470,470,470,0,470,470,0,0,0,0,0,0,0,0,0,64,0,4255.319149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
53,17,14/02/2018 01:08:31,1234,1,1,34,50,34,34,34.0,0.0,50,50,50.0,0.0,68071.3128038898,1620.7455429498,1234.0,0.0,1234,1234,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,810.3727714749,810.3727714749,34,50,39.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,59.0,34.0,50.0,0,0,0,0,0,0,1,34,1,50,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
43744,6,16/02/2018 01:48:23,3106427,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,416.2338275,2.57530597,443775.2857,1146382.168,3043320,8,3106427,776606.75,1511238.604,3043328,34,22460,11230,3241.377485,13522,8938,0,0,0,0,168,104,1.609566232,0.965739739,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,237,211,1,32,0,0,0,0,0,0,0,0,Benign
445,6,14/02/2018 01:29:57,917736,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,864.0829170916,11.9860177655,91773.6,118591.501359546,241801,64,917655,183531.0,103143.325574174,241907,373,917672,229418.0,14482.7443762108,241909,210429,0,0,0,0,132,112,6.5378278721,5.4481898934,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
40172,6,16/02/2018 01:48:09,4017955,5,3,935,324,935,0,187,418.1447118,324,0,108,187.0614872,313.3434795,1.991062618,573993.5714,1487591.746,3947390,5,4017955,1004488.75,1962025.352,3947398,24,44825,22412.5,17395.53392,34713,10112,0,0,0,0,168,104,1.244414136,0.746648482,0,935,139.8888889,316.836095,100385.1111,0,0,0,0,1,0,0,0,0,157.375,187,108,0,0,0,0,0,0,5,935,3,324,219,211,1,32,0,0,0,0,0,0,0,0,Benign
21,6,16/02/2018 10:18:48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest
7520,6,14/02/2018 12:51:00,152,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13157.8947368421,152.0,0.0,152,152,152,152.0,0.0,152,152,0,0.0,0.0,0,0,0,0,0,0,40,0,13157.8947368421,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,15/02/2018 01:08:32,61930397,23,20,2999,10345,599,0,130.3913043478,202.8422448224,1460,0,517.25,554.7327355536,215.4676967435,0.6943278597,1474533.26190476,3535007.02836212,10059380,1,61930397,2815018.04545455,4537134.29922488,10099910,232,61918302,3258858.0,4753405.87228995,10099892,1,0,0,0,0,472,484,0.3713846691,0.3229431906,0,1460,303.2727272727,443.2216288294,196445.412262156,0,0,0,1,0,0,0,0,0,310.3255813953,130.3913043478,517.25,0,0,0,0,0,0,23,2999,20,10345,8192,147,14,20,200507.5,420311.286196195,1057982,11742,10025114.0,43656.2467786684,10059380,9949470,Benign
123,17,15/02/2018 09:19:29,76928,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1247.9201331115,25.9983361065,76928.0,0.0,76928,76928,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,12.9991680532,12.9991680532,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,0,0,0,0,0,0,1,48,1,48,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 08:38:04,326,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,288343.558282209,6134.9693251534,326.0,0.0,326,326,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3067.4846625767,3067.4846625767,39,55,44.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,0,0,0,0,0,0,1,39,1,55,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
137,17,15/02/2018 01:16:47,110,1,1,50,211,50,50,50.0,0.0,211,211,211.0,0.0,2372727.27272727,18181.8181818182,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,9090.9090909091,9090.9090909091,50,211,103.6666666667,92.9533933395,8640.3333333333,0,0,0,0,0,0,0,0,1,155.5,50.0,211.0,0,0,0,0,0,0,1,50,1,211,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:45:49,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
80,6,15/02/2018 05:25:09,87,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.5057471264,87.0,0.0,87,87,87,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0,0,0,40,0,22988.5057471264,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3128,6,15/02/2018 11:49:25,1002748,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.9945190616,1002748.0,0.0,1002748,1002748,1002748,1002748.0,0.0,1002748,1002748,0,0.0,0.0,0,0,0,0,0,0,80,0,1.9945190616,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Benign
43996,6,16/02/2018 01:46:09,4097282,4,5,935,338,935,0,233.75,467.5,338,0,67.6,151.1581953,310.6937721,2.196578122,512160.25,1396720.797,3968284,4,4077879,1359293,2259547.07,3968291,34793,128998,32249.5,32563.95063,74483,315,0,0,0,0,136,168,0.976256943,1.220321179,0,935,127.3,303.0247698,91824.01111,0,0,0,0,1,0,0,0,1,141.4444444,233.75,67.6,0,0,0,0,0,0,4,935,5,338,219,225,1,32,0,0,0,0,0,0,0,0,Benign
21,6,16/02/2018 10:21:00,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest
443,6,14/02/2018 02:03:14,118410148,16,17,1053,4017,416,0,65.8125,111.9542875463,1430,0,236.2941176471,461.6100579366,42.8172761004,0.2786923296,3700317.125,14443551.24097,58966926,1,118410148,7894009.86666667,20672081.6954813,58966926,37,118312869,7394554.3125,20082092.0101378,59062964,1,0,0,0,0,332,352,0.1351235538,0.1435687759,0,1430,149.1176470588,342.0001563624,116964.106951872,0,0,0,1,0,0,0,0,1,153.6363636364,65.8125,236.2941176471,0,0,0,0,0,0,16,1053,17,4017,8192,180,8,20,398801.0,426174.671234695,700152,97450,58758397.5,294903.832841318,58966926,58549869,Benign
53,17,15/02/2018 11:29:25,1163,1,1,41,98,41,41,41.0,0.0,98,98,98.0,0.0,119518.486672399,1719.690455718,1163.0,0.0,1163,1163,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,859.845227859,859.845227859,41,98,60.0,32.9089653438,1083.0,0,0,0,0,0,0,0,0,1,90.0,41.0,98.0,0,0,0,0,0,0,1,41,1,98,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 03:28:05,192313,2,2,88,216,44,44,44.0,0.0,108,108,108.0,0.0,1580.7563711242,20.7994259358,64104.3333333333,110500.224530692,191699,287,191986,191986.0,0.0,191986,191986,192026,192026.0,0.0,192026,192026,0,0,0,0,16,16,10.3997129679,10.3997129679,44,108,69.6,35.0542436803,1228.8,0,0,0,0,0,0,0,0,1,87.0,44.0,108.0,0,0,0,0,0,0,2,88,2,216,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,15/02/2018 02:12:51,2436413,8,8,1144,1874,677,0,143.0,227.9699228282,1173,0,234.25,398.9009006902,1238.706245616,6.5670311232,162427.533333333,245596.585327259,953114,2,2436413,348059.0,400955.004672178,1175014,2,2266230,323747.142857143,287812.790491452,953114,173089,0,0,0,0,172,172,3.2835155616,3.2835155616,0,1173,177.5294117647,310.6885735039,96527.3897058824,0,0,0,1,0,0,0,0,1,188.625,143.0,234.25,0,0,0,0,0,0,8,1144,8,1874,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 01:49:38,1722,1,1,41,120,41,41,41.0,0.0,120,120,120.0,0.0,93495.9349593496,1161.4401858304,1722.0,0.0,1722,1722,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,580.7200929152,580.7200929152,41,120,67.3333333333,45.610671266,2080.3333333333,0,0,0,0,0,0,0,0,1,101.0,41.0,120.0,0,0,0,0,0,0,1,41,1,120,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
45082,6,16/02/2018 01:46:43,64613853,5,4,935,357,935,0,187,418.1447118,357,0,89.25,178.5,19.99571207,0.139289016,8076731.625,22800000,64500000,5,64600000,16200000,32300000,64600000,20,64500000,21500000,37200000,64500000,318,0,0,0,0,168,136,0.077382787,0.061906229,0,935,129.2,304.5484089,92749.73333,0,0,0,0,1,1,0,0,0,143.5555556,187,89.25,0,0,0,0,0,0,5,935,4,357,219,211,1,32,33984,0,33984,33984,64500000,0,64500000,64500000,Benign
53,17,15/02/2018 09:36:15,1301,1,1,33,113,33,33,33.0,0.0,113,113,113.0,0.0,112221.368178324,1537.2790161414,1301.0,0.0,1301,1301,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,768.6395080707,768.6395080707,33,113,59.6666666667,46.1880215352,2133.3333333333,0,0,0,0,0,0,0,0,1,89.5,33.0,113.0,0,0,0,0,0,0,1,33,1,113,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
38634,6,16/02/2018 01:47:38,5142174,5,4,935,309,935,0,187,418.1447118,309,0,77.25,154.5,241.9210241,1.750232489,642771.75,1444643.581,4109188,3,5142174,1285543.5,2558548.807,5123352,25,1016778,338926,584768.9355,1014159,1241,0,0,0,0,168,144,0.972351383,0.777881106,0,935,124.4,300.9157136,90550.26667,0,0,0,0,1,0,0,0,0,138.2222222,187,77.25,0,0,0,0,0,0,5,935,4,309,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:45:28,952,2,0,0,0,0,0,0,0,0,0,0,0,0,2100.840336,952,0,952,952,952,952,0,952,952,0,0,0,0,0,0,0,0,0,64,0,2100.840336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
443,6,15/02/2018 12:41:02,119067252,57,92,1291,100263,237,0,22.649122807,52.2037530219,1430,0,1089.8152173913,578.0450936695,852.9129403272,1.2513936242,804508.45945946,6802791.49923393,58889223,1,119067252,2126200.92857143,11005309.8643986,58889223,36,118911400,1306718.68131868,8674937.09411123,59045123,1,0,0,0,0,1152,1852,0.4787210509,0.7726725733,0,1430,677.0266666667,690.790899186,477192.06639821,0,0,0,1,0,0,0,0,1,681.5704697987,22.649122807,1089.8152173913,0,0,0,0,0,0,57,1291,92,100263,8192,180,13,20,725543.5,805555.137010807,1295157,155930,58730109.0,225021.176763433,58889223,58570995,Benign
21,6,16/02/2018 10:27:53,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1000000,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,500000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,DoS attacks-SlowHTTPTest
43822,6,16/02/2018 01:46:13,4152635,5,4,935,353,935,0,187,418.1447118,353,0,88.25,176.5,310.16451,2.167298595,519079.375,1423735.36,4042276,8,4152635,1038158.75,2012650.232,4056928,25,4098330,1366110,2317773.743,4042276,2012,0,0,0,0,168,136,1.204054775,0.96324382,0,935,128.8,304.2184157,92548.84444,0,0,0,0,1,1,0,0,0,143.1111111,187,88.25,0,0,0,0,0,0,5,935,4,353,219,211,1,32,0,0,0,0,0,0,0,0,Benign
21,6,14/02/2018 11:02:42,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
53,17,15/02/2018 10:14:28,13922,1,1,35,165,35,35,35.0,0.0,165,165,165.0,0.0,14365.7520471197,143.6575204712,13922.0,0.0,13922,13922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,71.8287602356,71.8287602356,35,165,78.3333333333,75.0555349947,5633.3333333333,0,0,0,0,0,0,0,0,1,117.5,35.0,165.0,0,0,0,0,0,0,1,35,1,165,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:45:33,11506,2,0,0,0,0,0,0,0,0,0,0,0,0,173.8223536,11506,0,11506,11506,11506,11506,0,11506,11506,0,0,0,0,0,0,0,0,0,64,0,173.8223536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
59578,6,16/02/2018 01:46:15,4394999,5,3,935,313,935,0,187,418.1447118,313,0,104.3333333,180.7106343,283.959109,1.820250699,627857,1611053.414,4280849,8,4394999,1098749.75,2121595.761,4280857,23,68488,34244,47900.82757,68115,373,0,0,0,0,168,104,1.137656687,0.682594012,0,935,138.6666667,316.0573524,99892.25,0,0,0,0,1,0,0,0,0,156,187,104.3333333,0,0,0,0,0,0,5,935,3,313,219,211,1,32,0,0,0,0,0,0,0,0,Benign
5355,17,15/02/2018 01:57:57,419294,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,104.9383010489,4.769922775,419294.0,0.0,419294,419294,419294,419294.0,0.0,419294,419294,0,0.0,0.0,0,0,0,0,0,0,16,0,4.769922775,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:48:39,4888,2,0,0,0,0,0,0,0,0,0,0,0,0,409.1653028,4888,0,4888,4888,4888,4888,0,4888,4888,0,0,0,0,0,0,0,0,0,64,0,409.1653028,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
53,17,14/02/2018 11:17:57,1009,1,1,35,51,35,35,35.0,0.0,51,51,51.0,0.0,85232.9038652131,1982.160555005,1009.0,0.0,1009,1009,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,991.0802775025,991.0802775025,35,51,40.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,60.5,35.0,51.0,0,0,0,0,0,0,1,35,1,51,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,15/02/2018 01:36:35,6218353,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,52.9079002109,1.2865142908,888336.142857143,2323030.650045,6156220,42,62133,20711.0,35608.4037693351,61828,101,6218191,2072730.33333333,3589589.27387303,6217631,228,0,0,0,0,92,92,0.6432571454,0.6432571454,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
5355,17,15/02/2018 11:46:24,416372,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,105.6747331713,4.8033969623,416372.0,0.0,416372,416372,416372,416372.0,0.0,416372,416372,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8033969623,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52073,6,15/02/2018 02:18:58,23,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,86956.5217391304,23.0,0.0,23,23,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43478.2608695652,43478.2608695652,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,115,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:48:27,9905,2,0,0,0,0,0,0,0,0,0,0,0,0,201.9182231,9905,0,9905,9905,9905,9905,0,9905,9905,0,0,0,0,0,0,0,0,0,64,0,201.9182231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
21,6,14/02/2018 11:47:43,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.111111111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,55555.5555555556,55555.5555555556,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
36392,6,16/02/2018 01:47:33,4312315,4,5,935,322,935,0,233.75,467.5,322,0,64.4,144.0027778,291.4907654,2.087046053,539039.375,1485343.251,4214539,6,4304923,1434974.333,2407366.665,4214546,15184,97776,24444,34378.97709,74937,257,0,0,0,0,136,168,0.927576024,1.159470029,0,935,125.7,301.8285201,91100.45556,0,0,0,0,1,0,0,0,1,139.6666667,233.75,64.4,0,0,0,0,0,0,4,935,5,322,219,225,1,32,0,0,0,0,0,0,0,0,Benign
53,17,14/02/2018 12:18:04,30923,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,5950.2635578696,129.3535556059,10307.6666666667,17121.6109152537,30078,422,30501,30501.0,0.0,30501,30501,30500,30500.0,0.0,30500,30500,0,0,0,0,16,16,64.6767778029,64.6767778029,38,54,44.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,0,0,0,0,0,0,2,76,2,108,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 02:17:14,922,1,1,39,55,39,39,39.0,0.0,55,55,55.0,0.0,101952.277657267,2169.1973969631,922.0,0.0,922,922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1084.5986984816,1084.5986984816,39,55,44.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,0,0,0,0,0,0,1,39,1,55,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,16/02/2018 01:45:53,6248,2,0,0,0,0,0,0,0,0,0,0,0,0,320.1024328,6248,0,6248,6248,6248,6248,0,6248,6248,0,0,0,0,0,0,0,0,0,64,0,320.1024328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
53,17,15/02/2018 09:45:23,761,1,1,44,172,44,44,44.0,0.0,172,172,172.0,0.0,283837.056504599,2628.1208935611,761.0,0.0,761,761,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1314.0604467806,1314.0604467806,44,172,86.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,130.0,44.0,172.0,0,0,0,0,0,0,1,44,1,172,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,15/02/2018 03:40:14,669,1,1,32,154,32,32,32.0,0.0,154,154,154.0,0.0,278026.905829596,2989.5366218236,669.0,0.0,669,669,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1494.7683109118,1494.7683109118,32,154,72.6666666667,70.4367328411,4961.3333333333,0,0,0,0,0,0,0,0,1,109.0,32.0,154.0,0,0,0,0,0,0,1,32,1,154,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49042,6,16/02/2018 01:47:10,3921532,5,3,935,356,935,0,187,418.1447118,356,0,118.6666667,205.5366958,329.2080748,2.040019054,560218.8571,1454365.107,3858307,3,3921532,980383,1918679.345,3858313,26,34658,17329,5975.052301,21554,13104,0,0,0,0,168,104,1.275011909,0.765007145,0,935,143.4444444,319.3302018,101971.7778,0,0,0,0,1,0,0,0,0,161.375,187,118.6666667,0,0,0,0,0,0,5,935,3,356,219,211,1,32,0,0,0,0,0,0,0,0,Benign
21,6,14/02/2018 10:56:54,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
61254,6,15/02/2018 04:47:56,35,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.8571428571,35.0,0.0,35,35,35,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0,0,0,40,0,57142.8571428571,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
